5.997212802638706396e-03,-1.227610738100711699e-03,1.417028833409844868e+00,-1.398378461450914045e+00,2.822061807018766633e+00,-2.831162411254187106e+00,4.241972306106326585e+00,-4.245125157377771963e+00
-1.079235032875823595e-03,-8.666508934664461997e-03,1.496397568341788054e+00,-1.324266051430078139e+00,2.898861172955287557e+00,-2.738287009955886031e+00,4.299767366291640691e+00,-4.185032633535964663e+00
-5.646612319174963007e-03,-1.319141968760187758e-02,1.607605015323240627e+00,-1.208884491894107294e+00,3.085342378842345745e+00,-2.540079270646235621e+00,4.520354579272391149e+00,-3.938880365946080708e+00
2.852834112954917394e-03,-6.489333886663031098e-03,1.708545265992496898e+00,-1.050035512222863510e+00,3.275877021307096015e+00,-2.263643975501767436e+00,4.821635966349257174e+00,-3.561207117384121545e+00
3.019171365659360610e-03,4.188782184659011441e-03,1.783181391778551950e+00,-8.817388220809058152e-01,3.480814218926424175e+00,-1.945726294835601111e+00,5.142398395734284477e+00,-3.089961919507066668e+00
7.315232439277484684e-03,6.454149254188312063e-03,1.878701850566247833e+00,-6.981217982944081246e-01,3.657998231137877809e+00,-1.584567333810875889e+00,5.424680250703608486e+00,-2.533964146586971555e+00
-8.577588262419140810e-03,-8.282468469327227550e-03,1.926294843282526648e+00,-5.253802259864788216e-01,3.799625045356148423e+00,-1.234181027762469629e+00,5.660032371582207844e+00,-1.960017757947846606e+00
4.581451839564473771e-03,2.112349846630393047e-02,1.943219657088447239e+00,-3.832553494740680300e-01,3.887330591169980920e+00,-8.498306640813861890e-01,5.844398590426143514e+00,-1.376163238122263266e+00
3.331919003860683176e-04,-5.948320519254748570e-03,1.971778603598829172e+00,-2.550825724096583702e-01,3.963683756781128942e+00,-5.545625468578552208e-01,5.946938878371957671e+00,-8.553181449273723480e-01
-8.877675601223458841e-04,-1.739106084678660250e-02,2.002872462604079473e+00,-1.360976648774131492e-01,3.977184060964732204e+00,-2.679657351568859314e-01,5.994433998371299310e+00,-3.922064646809092503e-01
-2.868208326056672242e-03,-1.534018035436333569e-02,2.005503848108482146e+00,-6.902609903961301474e-02,3.992923167487856695e+00,-4.845104537714821358e-02,6.001401769897677596e+00,-3.917412134759351572e-02
